Country,UniversityName,Campus,CourseType,ProgramTitle,ApplicationFee,Currency,DiscountedValue,CourseFee,InTake,Duration,EnglishlanguageTest,TextBox,UniversityInterview,GreGmatRequirement,Score,AcademicRequirement,Commission,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,Chemical Engineering MSc,0,GBP,0,"£17,250",Winter [2025],1 Year,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,Civil Engineering MSc,0,GBP,0,"£17,250",Winter [2025],1 Year,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,Mechanical Engineering MSc,0,GBP,0,"£17,250",Winter [2025],1 - 1.5 years,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,International Marketing MSc,0,GBP,0,"£14,500",Winter [2025],1-2 Years,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,Master of Business Administration with Digital Marketing MBA,0,GBP,0,"£13,325",Winter [2025],1 Year,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,Sports Marketing and Promotion MSc,0,GBP,0,"£13,000",Winter [2025],1-2 years,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,Digital Marketing MSc,0,GBP,0,"£15,500",Winter [2025],1 Year,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,"Advanced Computing MSc 
",0,GBP,0,"£18,000",Winter [2025],1 Year,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,Advanced Computing Big Data MSc,0,GBP,0,"£17,250",Winter [2025],1 Year,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of West of Scotland,"Technology Ave, Blantyre, Glasgow",PG,Advanced Computing: Artificial Intelligence MSc,0,GBP,0,"£17,250",Winter [2025],1 Year,yes,"IELTS:6.0,PTE:59-64,TOEFL:78",yes,0,0,"university offers comprehensive post-graduation support services, including career guidance, job placement assistance, and networking opportunities.",,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",UG,Business Management with Marketing (Top Up) BA (Hons),0,GBP,0,"£15,250",Winter [2025],4 Years,yes,IELTS:6.0,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",UG,Business Management and Marketing BA (Hons) (with Sandwich Year),0,GBP,0,"£15,250",Winter [2025],4 Years,yes,IELTS:6.0,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",UG,Marketing BA (Hons),0,GBP,0,"£15,850",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",UG,Accounting and Finance (Top Up) BA (Hons),0,GBP,0,"£15,850",Winter [2025],1 Year,yes,IELTS:6.0,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",UG,Accounting and Finance BA (Hons),0,GBP,0,"£15,850",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",UG,Aerospace Engineering BEng (Hons),0,GBP,0,"£15,850",Winter [2025],3 Years,yes,IELTS:6.0,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",UG,Architecture and Environmental Engineering BEng (Hons),0,GBP,0,"£15,850",Winter [2025],4 Years,yes,IELTS:6.0,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",PG,Civil Engineering BEng(Hons) (with Sandwich Year),0,GBP,0,"£15,250",Winter [2025],4 Years,yes,IELTS:6.0,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",PG,Digital Marketing MSc,0,GBP,0,"£16,750",Winter [2025],1 year,yes,IELTS:6.5,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
UK,University of west of england,"Frenchay Campus, Coldharbour Ln, Bristol",PG,Marketing MSc/Postgraduate Diploma/Postgraduate Certificate,0,GBP,0,"£16,750",Winter [2025],1 Year,yes,IELTS:6.5,yes,0,0,Higher Secondary School Certificate/Indian School Certificate - Standard XII from CBSE/CISCE/WBCHSEB: English Language - 70%,,,,,,,,,,,,
